case_id,hotel_id,room_a_index,room_b_index,room_a_name,room_b_name,fuzzy_score,same_category,room_class_both_known,same_room_class,view_both_known,same_view,bed_type_both_known,same_bed_type,bed_config_both_present,same_bed_configuration,same_balcony,label,predicted_label,probability
hotel_39620741_20260722_174828,39620741,150,156,A Block Family Land Quad,"A Block Family Land Quad,1 Double Bed and 2 Twin Sofa Beds",100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,132,98,"Main Building Sea Side 2+2,2 Twin Beds",Main Building Sea Side 2+2,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,134,98,"Main Building Sea Side Triple,2 Twin Beds",Main Building Sea Side 2+2,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,127,120,"A Block Land Triple,2 Twin Beds",A Block Land Triple,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,134,123,"Main Building Sea Side Triple,2 Twin Beds",Main Building Sea Side Triple,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,165,59,"Lagoon Duplex Swim Up Quad , 1 Double Bed and 2 Twin Sofa Beds",DUPLEX - SWIM UP,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,103,59,Lagoon Duplex Swim Up Quad,DUPLEX - SWIM UP,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,16,98,"Main Building Sea Side Triple , 2 Twin Beds",Main Building Sea Side 2+2,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,20,59,"Lagoon Duplex Swim up , 1 Double Bed and 2 Twin Sofa Beds",DUPLEX - SWIM UP,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,149,59,"Lagoon Duplex Swim up,1 Double Bed and 2 Twin Sofa Beds",DUPLEX - SWIM UP,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,169,59,"Lagoon Duplex Swim Up 5 Person,1 Double Bed and 2 Twin Sofa Beds",DUPLEX - SWIM UP,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,18,147,Main Building Family Sea Side,"Main Building Family Side Sea,1 Double Bed and 2 Twin Sofa Beds",100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39766989_20260722_173629,39766989,7,68,LARGE ROOM (2AD),Standard Large Room,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0.8240596874024088
hotel_39620741_20260722_174828,39620741,35,6,DOUBLE BUNGALOW ROOM,Standard Superior Double Bungalow (full double bed),85.71428571428571,1,0,0,0,0,0,0,1,1,1,0,1,0.8214305298047972
hotel_39766989_20260722_173629,39766989,62,24,Be Large Room Land View,DOUBLE ROOM - LARGE - LAND VIEW,93.02325581395348,1,0,0,1,1,0,0,0,0,1,0,1,0.8067856114317392
hotel_39766989_20260722_173629,39766989,62,22,Be Large Room Land View,"ROOM, DOUBLE BED, LAND VIEW, LARGE",93.02325581395348,1,0,0,1,1,0,0,0,0,1,0,1,0.8067856114317392
hotel_39766989_20260722_173629,39766989,17,113,DOUBLE BE LARGE ROOM WITH BALCONY,Superior Double Room (Limited Sea View) with Balcony,84.21052631578948,1,0,0,0,0,0,0,1,1,1,0,1,0.7995023877271208
hotel_39766989_20260722_173629,39766989,41,96,DOUBLE STANDARD LAND VIEW (2AD),Standard Double or Twin Room (Land View),100.0,1,1,1,1,1,0,0,1,0,1,0,1,0.787182908869872
hotel_39766989_20260722_173629,39766989,18,113,DOUBLE BE TRENDY ROOM WITH BALCONY,Superior Double Room (Limited Sea View) with Balcony,82.75862068965517,1,0,0,0,0,0,0,1,1,1,0,1,0.7764733524702481
hotel_39766989_20260722_173629,39766989,33,41,STANDARD DOUBLE ROOM,DOUBLE STANDARD LAND VIEW (2AD),85.71428571428571,1,1,1,0,0,0,0,1,1,1,0,1,0.7727617179052586
hotel_39766989_20260722_173629,39766989,69,20,Be Large Double Room,BE TRENDY LANDVIEW DOUBLE ROOM,82.35294117647058,1,0,0,0,0,0,0,1,1,1,0,1,0.7697119259884203
hotel_39766989_20260722_173629,39766989,28,84,FAMILY ROOM - LATERAL SEA VIEW,Family Standard 2 Bedrooms Lateral Sea View,90.19607843137254,1,0,0,1,1,0,0,0,0,1,0,1,0.7614468256683105
hotel_39620741_20260722_174828,39620741,147,156,"Main Building Family Side Sea,1 Double Bed and 2 Twin Sofa Beds","A Block Family Land Quad,1 Double Bed and 2 Twin Sofa Beds",81.63265306122449,1,0,0,0,0,0,0,1,1,1,0,1,0.7573574197807911
hotel_39620741_20260722_174828,39620741,23,171,"A Block Family Land Quad , 1 Double Bed and 2 Twin Sofa Beds","Main Building Family Sea Side 5 Person,1 Double Bed and 2 Twin Sofa Beds",81.63265306122449,1,0,0,0,0,0,0,1,1,1,0,1,0.7573574197807911
hotel_39620741_20260722_174828,39620741,156,171,"A Block Family Land Quad,1 Double Bed and 2 Twin Sofa Beds","Main Building Family Sea Side 5 Person,1 Double Bed and 2 Twin Sofa Beds",81.63265306122449,1,0,0,0,0,0,0,1,1,1,0,1,0.7573574197807911
hotel_39620741_20260722_174828,39620741,23,147,"A Block Family Land Quad , 1 Double Bed and 2 Twin Sofa Beds","Main Building Family Side Sea,1 Double Bed and 2 Twin Sofa Beds",81.63265306122449,1,0,0,0,0,0,0,1,1,1,0,1,0.7573574197807911
hotel_39620741_20260722_174828,39620741,34,98,DOUBLE MAIN BUILDING SIDE SEA VIEW,Main Building Sea Side 2+2,95.65217391304348,1,0,0,0,0,0,0,0,0,1,0,1,0.7560199752201285
hotel_39620741_20260722_174828,39620741,10,98,"Standard Main Building Double room with side sea view (twin beds) (bed type is subject to availability, main building)",Main Building Sea Side 2+2,95.65217391304348,1,0,0,0,0,0,0,0,0,1,0,1,0.7560199752201285
hotel_39620741_20260722_174828,39620741,7,98,Standard Main Building Double room with side sea view (full double bed) (main building),Main Building Sea Side 2+2,95.65217391304348,1,0,0,0,0,0,0,0,0,1,0,1,0.7560199752201285
hotel_39620741_20260722_174828,39620741,98,123,Main Building Sea Side 2+2,Main Building Sea Side Triple,95.65217391304348,1,0,0,0,0,0,0,0,0,1,0,1,0.7560199752201285
hotel_39620741_20260722_174828,39620741,27,98,Standard Room Main Building Side Sea View,Main Building Sea Side 2+2,95.65217391304348,1,0,0,0,0,0,0,0,0,1,0,1,0.7560199752201285
hotel_39620741_20260722_174828,39620741,20,103,"Lagoon Duplex Swim up , 1 Double Bed and 2 Twin Sofa Beds",Lagoon Duplex Swim Up Quad,89.36170212765957,1,0,0,1,1,0,0,0,0,1,0,1,0.7467490515908357
hotel_39766989_20260722_173629,39766989,11,72,SUPERIOR BE ROMANTIC LAND VIEW,Be Romantic Room Land View,89.36170212765957,1,0,0,1,1,0,0,0,0,1,0,1,0.7467490515908357
hotel_39620741_20260722_174828,39620741,169,103,"Lagoon Duplex Swim Up 5 Person,1 Double Bed and 2 Twin Sofa Beds",Lagoon Duplex Swim Up Quad,89.36170212765957,1,0,0,1,1,0,0,0,0,1,0,1,0.7467490515908357
hotel_39620741_20260722_174828,39620741,21,172,Lagoon Duplex Swim-up Quad,Lagoon Duplex Swim Up 5 Person,89.36170212765957,1,0,0,1,1,0,0,0,0,1,0,1,0.7467490515908357
hotel_39620741_20260722_174828,39620741,103,172,Lagoon Duplex Swim Up Quad,Lagoon Duplex Swim Up 5 Person,89.36170212765957,1,0,0,1,1,0,0,0,0,1,0,1,0.7467490515908357
hotel_39620741_20260722_174828,39620741,149,103,"Lagoon Duplex Swim up,1 Double Bed and 2 Twin Sofa Beds",Lagoon Duplex Swim Up Quad,89.36170212765957,1,0,0,1,1,0,0,0,0,1,0,1,0.7467490515908357
hotel_39620741_20260722_174828,39620741,10,62,"Standard Main Building Double room with side sea view (twin beds) (bed type is subject to availability, main building)",TWIN/DOUBLE ROOM - MAIN BUILDING,100.0,1,0,0,0,0,0,0,1,0,1,0,1,0.7430836358187304
hotel_39620741_20260722_174828,39620741,15,118,"A Block Land Triple , 2 Twin Beds",B Block Land Triple,94.44444444444444,1,0,0,0,0,0,0,0,0,1,0,1,0.7342369741552525
hotel_39620741_20260722_174828,39620741,127,118,"A Block Land Triple,2 Twin Beds",B Block Land Triple,94.44444444444444,1,0,0,0,0,0,0,0,0,1,0,1,0.7342369741552525
hotel_39620741_20260722_174828,39620741,27,34,Standard Room Main Building Side Sea View,DOUBLE MAIN BUILDING SIDE SEA VIEW,88.52459016393442,1,0,0,1,1,0,0,0,0,1,0,1,0.7314140147400343
hotel_39766989_20260722_173629,39766989,57,58,be family loft land view,be family suite b land view,88.37209302325581,1,0,0,1,1,0,0,0,0,1,0,1,0.7285580028868595
hotel_39766989_20260722_173629,39766989,64,19,Be Trendy Double Room,BE LARGE LANDVIEW DOUBLE ROOM,80.0,1,0,0,0,0,0,0,1,1,1,0,1,0.7277261116353025
hotel_39620741_20260722_174828,39620741,163,172,Laguna Duplex Swim-Up 5 Person,Lagoon Duplex Swim Up 5 Person,93.33333333333331,1,0,0,0,0,0,0,0,0,1,0,1,0.7131336711945261
hotel_39766989_20260722_173629,39766989,107,20,Large Double Room,BE TRENDY LANDVIEW DOUBLE ROOM,78.57142857142857,1,0,0,0,0,0,0,1,1,1,0,1,0.7000168091064876
hotel_39766989_20260722_173629,39766989,107,25,Large Double Room,DOUBLE ROOM - SINGLE USE - LAND VIEW,78.57142857142857,1,0,0,0,0,0,0,1,1,1,0,1,0.7000168091064876
hotel_39766989_20260722_173629,39766989,107,97,Large Double Room,Standard Double Room (Land View),78.57142857142857,1,0,0,0,0,0,0,1,1,1,0,1,0.7000168091064876
hotel_39620741_20260722_174828,39620741,21,152,Lagoon Duplex Swim-up Quad,Laguna Duplex Swim-Up Quad,92.3076923076923,1,0,0,0,0,0,0,0,0,1,0,1,0.6927908474054937
hotel_39620741_20260722_174828,39620741,103,152,Lagoon Duplex Swim Up Quad,Laguna Duplex Swim-Up Quad,92.3076923076923,1,0,0,0,0,0,0,0,0,1,0,1,0.6927908474054937
hotel_39620741_20260722_174828,39620741,96,120,A Block Land 2+2,A Block Land Triple,92.3076923076923,1,0,0,0,0,0,0,0,0,1,0,1,0.6927908474054937
hotel_39620741_20260722_174828,39620741,65,22,FAMILY ROOM - MAIN BUILDING - SEA SIDE,Main Building Family Sea Side Quad,92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,22,147,Main Building Family Sea Side Quad,"Main Building Family Side Sea,1 Double Bed and 2 Twin Sofa Beds",92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,22,31,Main Building Family Sea Side Quad,Family Room Main Building Side Sea View,92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,22,167,Main Building Family Sea Side Quad,Main Building Family Sea Side 5 Person,92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,22,171,Main Building Family Sea Side Quad,"Main Building Family Sea Side 5 Person,1 Double Bed and 2 Twin Sofa Beds",92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,65,147,FAMILY ROOM - MAIN BUILDING - SEA SIDE,"Main Building Family Side Sea,1 Double Bed and 2 Twin Sofa Beds",92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,65,167,FAMILY ROOM - MAIN BUILDING - SEA SIDE,Main Building Family Sea Side 5 Person,92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,65,161,FAMILY ROOM - MAIN BUILDING - SEA SIDE,"Main Building Family Sea Side Quad,1 Double Bed and 2 Twin Sofa Beds",92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,65,171,FAMILY ROOM - MAIN BUILDING - SEA SIDE,"Main Building Family Sea Side 5 Person,1 Double Bed and 2 Twin Sofa Beds",92.06349206349206,1,0,0,0,0,0,0,0,0,1,0,1,0.6878305178636293
hotel_39620741_20260722_174828,39620741,10,132,"Standard Main Building Double room with side sea view (twin beds) (bed type is subject to availability, main building)","Main Building Sea Side 2+2,2 Twin Beds",96.96969696969695,1,0,0,0,0,0,0,1,0,1,0,1,0.6844132224094807
